NaN,-6.328,-6.323,NaN,-6.072,-6.066,NaN,-6.032,-6.024,NaN,-6.034,-6.03
NaN,-5.091,-5.112,NaN,-4.872,-4.873,NaN,-4.864,-4.873,NaN,-4.744,-4.743
