12.489,6.811,44.72,23.64,17.682,148.325,34.611,28.287,249.212,61.632,54.317,506.008
0.125,0.068,0.447,0.236,0.177,1.483,0.346,0.283,2.492,0.616,0.543,5.06
0.135,0.08,0.344,0.257,0.199,1.229,0.379,0.317,2.015,0.64,0.538,4.611
0.125,0.068,0.447,0.118,0.088,0.742,0.115,0.094,0.831,0.112,0.099,0.918
